        copy_SSE_16B; 11.762
        copy_SSE_32B; 11.809
        copy_SSE_64B; 11.884
       copy_SSE_128B; 11.806
        copy_AVX_32B; 11.803
        copy_AVX_64B; 11.694
       copy_AVX_128B; 11.680
       copy_AVX_256B; 11.671
